,pearsonr,p_val,mean_test_score
0,0.9975097038949523,5.387409118479184e-230,0.3505537479644645
1,0.9998474077820707,0.0,3.03203549734937
2,0.999999988349749,0.0,0.05912669681448277
3,0.9999999810209989,0.0,0.029903081237441547
4,0.997216636731665,3.2267778279322173e-225,9.456886784738892
5,0.9878598961810452,4.330312085323802e-162,8.828865084158803
6,0.9717559060289044,3.9597974615152517e-126,5.6342458602395835
7,0.9721265230039072,1.0906270587277105e-126,4.207207861196113
8,0.9962179196359419,4.684031522349451e-212,4.750599638878163
9,0.9957151530890591,1.0623262173986432e-206,0.44800104492926673
10,0.9970527873888763,9.217820406292857e-223,1.204571121925973
11,0.9708809953435689,7.773504273510606e-125,0.7371817962327647
12,0.9225782434721458,7.755937482308723e-84,0.4296469772774775
13,0.982819150518457,2.890380394714486e-147,0.5308519406336896
14,0.9547631417757722,3.0550909274844615e-106,0.5326041774752927
15,0.9348559099134183,5.418052873273823e-91,0.21324214146701567
16,0.9717629888103003,3.864034740822615e-126,0.330939127647819
17,0.9346111466622188,7.7581392502943e-91,0.4024099702166156
18,0.9308531827579716,1.6235558766446174e-88,0.1777099479983284
19,0.9521818070998413,6.536490021639907e-104,0.31478501925071173
20,0.9873657145546598,2.195555775453768e-160,0.5969511491970756
21,0.9272481096308163,2.0745261940214638e-86,0.4145739869810287
22,0.9827857287630685,3.497854578194746e-147,0.41832446537490936
23,0.9998927346543938,0.0,1.857065469490454
24,0.9986820044741184,2.504565194852823e-257,1.8011211326112855
25,0.99652568091049,1.0662798160682176e-215,1.209893844022645
26,0.9969390120594704,3.897559490201322e-221,3.6272839674993853
