,pearsonr,p_val,mean_test_score
0,0.9985076739942848,5.44608518358982e-252,0.4450988169860068
1,0.9999115743591899,0.0,2.0845949669423356
2,0.9999999916404282,0.0,0.026316361501052196
3,0.9999999891262277,0.0,0.02093975246482379
4,0.998169274989764,3.2819404180875263e-243,5.528874093754543
5,0.9955832911649344,2.1215656627122105e-205,4.00064798346388
6,0.9748360087559048,4.997580475608899e-131,3.7488965251448514
7,0.9657041877129275,6.534683340665019e-118,3.431987967058442
8,0.9984995625019297,9.310637499200017e-252,2.3641711085704875
9,0.99878958000682,5.497854116719653e-261,0.3468274722790205
10,0.9989892229180177,9.876702734259087e-269,0.5573851499232862
11,0.9793912813459831,1.6206613626577772e-139,0.3672668931195609
12,0.9706520182099797,1.6691390351134741e-124,0.3013286785197736
13,0.9898454518814183,9.99912210367228e-170,0.2492322509539764
14,0.9722903917853878,6.1328292022815e-127,0.2800906496605556
15,0.9524561078462161,3.749016736320393e-104,0.1880706234621629
16,0.9915526609915608,1.3242387368534015e-177,0.10781686518445031
17,0.9826746319123053,6.577036497092821e-147,0.13863213394357232
18,0.9999999968723696,0.0,9.866833843169152e-05
19,0.9718598001940947,2.7634130913134675e-126,0.17061605554855314
20,0.9903714356151793,5.300170526783437e-172,0.30564528859157275
21,0.9775897352222485,5.950279296443478e-136,0.27422015235320557
22,0.9933256385280668,1.0733660587098474e-187,0.18979158042736896
23,0.9998313647107384,0.0,2.6536569529187344
24,0.9971954163717955,6.837119563364421e-225,2.342669325766636
25,0.9992007905490222,7.972388027751802e-279,0.7210344490236453
26,0.994129558913638,3.3851413937952335e-193,4.060988188820028
