,pearsonr,p_val,mean_test_score
0,0.995586708741333,1.9653812826621073e-205,0.34047251779113485
1,0.9986282446277817,1.307704563800116e-255,18.51051818236404
2,0.9999999110064316,0.0,0.06115128133396233
3,0.9999999214138563,0.0,0.045700031939075896
4,0.99647294953574,4.725126913058067e-215,368.3445873333547
5,0.9905657106142186,7.112459224220293e-173,291.8942506931623
6,0.9604004837329665,7.653457442513662e-112,216.27089760159546
7,0.9566287766363949,5.181020671701858e-108,149.48561808920235
8,0.9967299121510187,2.67585758266143e-218,168.02273887386102
9,0.9949179586656929,2.2162036931553036e-199,0.6320873118125866
10,0.9990201997814151,4.539388300017363e-270,3.716864988489496
11,0.939454190489918,4.858397919355478e-94,2.6906269093485524
12,0.866799174600735,9.533930672297957e-62,1.1675273162129944
13,0.956467023332225,7.429950326185285e-108,1.31515237773485
14,0.9056880121838601,1.0066009809551986e-75,1.9404121888895651
15,0.8081147167844337,2.1425803896059175e-47,0.9569757523746993
16,0.8755350860687546,1.816219100605506e-64,0.7367286006253847
17,0.9150449971748935,5.2074122656675455e-80,1.3430830932071816
18,0.4880493367032486,2.2940572456251716e-13,0.7685455005344863
19,0.9125331455804725,8.206740831364446e-79,0.5092940764171817
20,0.9891086643592446,9.908148389333668e-167,2.6677818676515628
21,0.9440982213122847,2.2699520524990743e-97,1.4453394570480889
22,0.9038756947491102,6.04190481347602e-75,1.150133744915623
23,0.9993234044236714,5.5380682810009e-286,4.731788012512223
24,0.9916127717910127,6.549271902067857e-178,5.342592599636022
25,0.9882010603111357,2.6193081790880188e-163,4.043870598558175
26,0.9918357701849472,4.595042843535743e-179,22.288891513558188
